1. YEAR,2. TRIFD,3. FRS ID,4. FACILITY NAME,5. STREET ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. HORIZONTAL DATUM,15. PARENT CO NAME,16. PARENT CO DB NUM,17. STANDARD PARENT CO NAME,18. FEDERAL FACILITY,19. INDUSTRY SECTOR CODE,20. INDUSTRY SECTOR,21. PRIMARY SIC,22. SIC 2,23. SIC 3,24. SIC 4,25. SIC 5,26. SIC 6,27. PRIMARY NAICS,28. NAICS 2,29. NAICS 3,30. NAICS 4,31. NAICS 5,32. NAICS 6,33. DOC_CTRL_NUM,34. CHEMICAL,35. ELEMENTAL METAL INCLUDED,36. TRI CHEMICAL/COMPOUND ID,37. CAS#,38. SRS ID,39. CLEAN AIR ACT CHEMICAL,40. CLASSIFICATION,41. METAL,42. METAL CATEGORY,43. CARCINOGEN,44. PBT,45. PFAS,46. FORM TYPE,47. UNIT OF MEASURE,48. 5.1 - FUGITIVE AIR,49. 5.2 - STACK AIR,50. 5.3 - WATER,51. 5.4 - UNDERGROUND,52. 5.4.1 - UNDERGROUND CL I,53. 5.4.2 - UNDERGROUND C II-V,54. 5.5.1 - LANDFILLS,55. 5.5.1A - RCRA C LANDFILL,56. 5.5.1B - OTHER LANDFILLS,57. 5.5.2 - LAND TREATMENT,58. 5.5.3 - SURFACE IMPNDMNT,59. 5.5.3A - RCRA SURFACE IM,60. 5.5.3B - OTHER SURFACE I,61. 5.5.4 - OTHER DISPOSAL,62. ON-SITE RELEASE TOTAL,63. 6.1 - POTW - TRNS RLSE,64. 6.1 - POTW - TRNS TRT,65. POTW - TOTAL TRANSFERS,66. 6.2 - M10,67. 6.2 - M41,68. 6.2 - M62,69. 6.2 - M40 METAL,70. 6.2 - M61 METAL,71. 6.2 - M71,72. 6.2 - M81,73. 6.2 - M82,74. 6.2 - M72,75. 6.2 - M63,76. 6.2 - M66,77. 6.2 - M67,78. 6.2 - M64,79. 6.2 - M65,80. 6.2 - M73,81. 6.2 - M79,82. 6.2 - M90,83. 6.2 - M94,84. 6.2 - M99,85. OFF-SITE RELEASE TOTAL,86. 6.2 - M20,87. 6.2 - M24,88. 6.2 - M26,89. 6.2 - M28,90. 6.2 - M93,91. OFF-SITE RECYCLED TOTAL,92. 6.2 - M56,93. 6.2 - M92,94. OFF-SITE ENERGY RECOVERY T,95. 6.2 - M40 NON-METAL,96. 6.2 - M50,97. 6.2 - M54,98. 6.2 - M61 NON-METAL,99. 6.2 - M69,100. 6.2 - M95,101. OFF-SITE TREATED TOTAL,102. 6.2 - UNCLASSIFIED,103. 6.2 - TOTAL TRANSFER,104. TOTAL RELEASES,105. 8.1 - RELEASES,106. 8.1A - ON-SITE CONTAINED,107. 8.1B - ON-SITE OTHER,108. 8.1C - OFF-SITE CONTAIN,109. 8.1D - OFF-SITE OTHER R,110. 8.2 - ENERGY RECOVER ON,111. 8.3 - ENERGY RECOVER OF,112. 8.4 - RECYCLING ON SITE,113. 8.5 - RECYCLING OFF SIT,114. 8.6 - TREATMENT ON SITE,115. 8.7 - TREATMENT OFF SITE,116. PRODUCTION WSTE (8.1-8.7),117. 8.8 - ONE-TIME RELEASE,118. PROD_RATIO_OR_ ACTIVITY,119. 8.9 - PRODUCTION RATIO
1987,90222DMNNK2000N,110000000000,DEMENNOKERDOON DBA WORLD OIL RECYCLING,2000 NORTH ALAMEDA STREET,COMPTON,LOS ANGELES,CA,90222,,,34,-118,NAD83,WORLD OIL CORP,72937436,WORLD OIL CORP,NO,324,Petroleum,2911,,,,,,324110,,,,,,1.38701E+12,Sodium hydroxide (solution),NO,1310732,1310-73-2,82644,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510408,510408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510408,0,510408,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,91409GNRLM8000V,110001000000,NAO VAN NUYS PLANT CPC GROUP,8000 VAN NUYS BLVD,PANORAMA CITY,LOS ANGELES,CA,91402,,,34,-118,NAD83,GENERAL MOTORS CORP,5356613,,NO,336,Transportation Equipment,3711,NA,,,,,336111,,,,,,1.38701E+12,Ethylene glycol,NO,107211,107-21-1,24257,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78000,0,0,0,0,78000,0,78000,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,91409GNRLM8000V,110001000000,NAO VAN NUYS PLANT CPC GROUP,8000 VAN NUYS BLVD,PANORAMA CITY,LOS ANGELES,CA,91402,,,34,-118,NAD83,GENERAL MOTORS CORP,5356613,,NO,336,Transportation Equipment,3711,NA,,,,,336111,,,,,,1.38701E+12,n-Butyl alcohol,NO,71363,71-36-3,4739,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,1,39000,0,0,0,0,0,0,0,0,0,0,0,0,39001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1750,1750,39001,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,91409GNRLM8000V,110001000000,NAO VAN NUYS PLANT CPC GROUP,8000 VAN NUYS BLVD,PANORAMA CITY,LOS ANGELES,CA,91402,,,34,-118,NAD83,GENERAL MOTORS CORP,5356613,,NO,336,Transportation Equipment,3711,NA,,,,,336111,,,,,,1.38701E+12,Methyl ethyl ketone,NO,78933,78-93-3,7443,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,7,300000,0,0,0,0,0,0,0,0,0,0,0,0,300007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108000,0,0,0,0,108000,0,108000,300007,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,91409GNRLM8000V,110001000000,NAO VAN NUYS PLANT CPC GROUP,8000 VAN NUYS BLVD,PANORAMA CITY,LOS ANGELES,CA,91402,,,34,-118,NAD83,GENERAL MOTORS CORP,5356613,,NO,336,Transportation Equipment,3711,NA,,,,,336111,,,,,,1.38701E+12,Benzene,NO,71432,71-43-2,4754,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,65,23,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,250,500,750,88,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,91409GNRLM8000V,110001000000,NAO VAN NUYS PLANT CPC GROUP,8000 VAN NUYS BLVD,PANORAMA CITY,LOS ANGELES,CA,91402,,,34,-118,NAD83,GENERAL MOTORS CORP,5356613,,NO,336,Transportation Equipment,3711,NA,,,,,336111,,,,,,1.38701E+12,Ethylbenzene,NO,100414,100-41-4,19406,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,54,450,0,0,0,0,0,0,0,0,0,0,0,0,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,500,250,750,504,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,91409GNRLM8000V,110001000000,NAO VAN NUYS PLANT CPC GROUP,8000 VAN NUYS BLVD,PANORAMA CITY,LOS ANGELES,CA,91402,,,34,-118,NAD83,GENERAL MOTORS CORP,5356613,,NO,336,Transportation Equipment,3711,NA,,,,,336111,,,,,,1.38701E+12,Toluene,NO,108883,108-88-3,25452,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,340,14000,0,0,0,0,0,0,0,0,0,0,0,0,14340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81000,0,0,0,0,81000,1500,82500,14340,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,91409GNRLM8000V,110001000000,NAO VAN NUYS PLANT CPC GROUP,8000 VAN NUYS BLVD,PANORAMA CITY,LOS ANGELES,CA,91402,,,34,-118,NAD83,GENERAL MOTORS CORP,5356613,,NO,336,Transportation Equipment,3711,NA,,,,,336111,,,,,,1.38701E+12,Cyclohexane,NO,110827,110-82-7,27003,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,74,23,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,250,500,750,97,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,91409GNRLM8000V,110001000000,NAO VAN NUYS PLANT CPC GROUP,8000 VAN NUYS BLVD,PANORAMA CITY,LOS ANGELES,CA,91402,,,34,-118,NAD83,GENERAL MOTORS CORP,5356613,,NO,336,Transportation Equipment,3711,NA,,,,,336111,,,,,,1.38701E+12,"1,1,1-Trichloroethane",NO,71556,71-55-6,4796,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0,66000,0,0,0,0,0,0,0,0,0,0,0,0,66000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66000,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,91409GNRLM8000V,110001000000,NAO VAN NUYS PLANT CPC GROUP,8000 VAN NUYS BLVD,PANORAMA CITY,LOS ANGELES,CA,91402,,,34,-118,NAD83,GENERAL MOTORS CORP,5356613,,NO,336,Transportation Equipment,3711,NA,,,,,336111,,,,,,1.38701E+12,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,7647010,7647-01-0,152231,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,13,130000,0,0,0,0,0,0,0,0,0,0,0,0,130013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130013,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,91409GNRLM8000V,110001000000,NAO VAN NUYS PLANT CPC GROUP,8000 VAN NUYS BLVD,PANORAMA CITY,LOS ANGELES,CA,91402,,,34,-118,NAD83,GENERAL MOTORS CORP,5356613,,NO,336,Transportation Equipment,3711,NA,,,,,336111,,,,,,1.38701E+12,Dichloromethane,NO,75092,75-09-2,5306,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,4300,430000,0,0,0,0,0,0,0,0,0,0,0,0,434300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69000,0,0,0,0,69000,0,69000,434300,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,91409GNRLM8000V,110001000000,NAO VAN NUYS PLANT CPC GROUP,8000 VAN NUYS BLVD,PANORAMA CITY,LOS ANGELES,CA,91402,,,34,-118,NAD83,GENERAL MOTORS CORP,5356613,,NO,336,Transportation Equipment,3711,NA,,,,,336111,,,,,,1.38701E+12,Methanol,NO,67561,67-56-1,4283,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,1,61000,0,0,0,0,0,0,0,0,0,0,0,0,61001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61001,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,91409GNRLM8000V,110001000000,NAO VAN NUYS PLANT CPC GROUP,8000 VAN NUYS BLVD,PANORAMA CITY,LOS ANGELES,CA,91402,,,34,-118,NAD83,GENERAL MOTORS CORP,5356613,,NO,336,Transportation Equipment,3711,NA,,,,,336111,,,,,,1.38701E+12,Naphthalene,NO,91203,91-20-3,13326,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,50,23,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,250,500,750,73,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,91409GNRLM8000V,110001000000,NAO VAN NUYS PLANT CPC GROUP,8000 VAN NUYS BLVD,PANORAMA CITY,LOS ANGELES,CA,91402,,,34,-118,NAD83,GENERAL MOTORS CORP,5356613,,NO,336,Transportation Equipment,3711,NA,,,,,336111,,,,,,1.38701E+12,Methyl tert-butyl ether,NO,1634044,1634-04-4,89870,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,5,200,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,250,500,750,205,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,90670SNCPL13002,110000000000,SONIC PLATING CO INC.,13002 LOS NIETOS RD,SANTA FE SPRINGS,LOS ANGELES,CA,90670,,,34,-118,NAD83,NA,NA,,NO,332,Fabricated Metals,3471,NA,,,,,332813,,,,,,1.38701E+12,Sodium hydroxide (solution),NO,1310732,1310-73-2,82644,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,750,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,90670SNCPL13002,110000000000,SONIC PLATING CO INC.,13002 LOS NIETOS RD,SANTA FE SPRINGS,LOS ANGELES,CA,90670,,,34,-118,NAD83,NA,NA,,NO,332,Fabricated Metals,3471,NA,,,,,332813,,,,,,1.38701E+12,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,7647010,7647-01-0,152231,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,750,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,94525CLFRN830LO,110000000000,C&H SUGAR CO INC,830 LORING AVE,CROCKETT,CONTRA COSTA,CA,94525,,,38,-122,NAD83,AMERICAN SUGAR REFINING INC,70572912,AMERICAN SUGAR REFINING INC,NO,311,Food,2062,,,,,,311312,,,,,,1.38701E+12,Ammonia,NO,7664417,7664-41-7,152389,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,250,0,3700,0,0,0,0,0,0,0,0,0,0,0,3950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3950,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,94525CLFRN830LO,110000000000,C&H SUGAR CO INC,830 LORING AVE,CROCKETT,CONTRA COSTA,CA,94525,,,38,-122,NAD83,AMERICAN SUGAR REFINING INC,70572912,AMERICAN SUGAR REFINING INC,NO,311,Food,2062,,,,,,311312,,,,,,1.38701E+12,Phosphoric acid,NO,7664382,7664-38-2,152363,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,94525CLFRN830LO,110000000000,C&H SUGAR CO INC,830 LORING AVE,CROCKETT,CONTRA COSTA,CA,94525,,,38,-122,NAD83,AMERICAN SUGAR REFINING INC,70572912,AMERICAN SUGAR REFINING INC,NO,311,Food,2062,,,,,,311312,,,,,,1.38701E+12,Nitric acid,NO,7697372,7697-37-2,152686,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,94525CLFRN830LO,110000000000,C&H SUGAR CO INC,830 LORING AVE,CROCKETT,CONTRA COSTA,CA,94525,,,38,-122,NAD83,AMERICAN SUGAR REFINING INC,70572912,AMERICAN SUGAR REFINING INC,NO,311,Food,2062,,,,,,311312,,,,,,1.38701E+12,Chlorine,NO,7782505,7782-50-5,154328,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,90744TXCRF1926E,110067000000,PENNZOIL-QUAKER STATE CO (DBA SOPUS PRODUCTS LALP),1926 E PACIFIC COAST HWY,WILMINGTON,LOS ANGELES,CA,90744,,,34,-118,NAD83,SHELL OIL CO,161809744,,NO,324,Petroleum,2900,NA,,,,,324110,,,,,,1.38701E+12,"1,2,4-Trimethylbenzene",NO,95636,95-63-6,16261,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,90744TXCRF1926E,110067000000,PENNZOIL-QUAKER STATE CO (DBA SOPUS PRODUCTS LALP),1926 E PACIFIC COAST HWY,WILMINGTON,LOS ANGELES,CA,90744,,,34,-118,NAD83,SHELL OIL CO,161809744,,NO,324,Petroleum,2900,NA,,,,,324191,,,,,,1.38701E+12,Xylene (mixed isomers),NO,1330207,1330-20-7,84970,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,90744TXCRF1926E,110067000000,PENNZOIL-QUAKER STATE CO (DBA SOPUS PRODUCTS LALP),1926 E PACIFIC COAST HWY,WILMINGTON,LOS ANGELES,CA,90744,,,34,-118,NAD83,SHELL OIL CO,161809744,,NO,324,Petroleum,2900,NA,,,,,324110,,,,,,1.38701E+12,Methyl tert-butyl ether,NO,1634044,1634-04-4,89870,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,90744TXCRF1926E,110067000000,PENNZOIL-QUAKER STATE CO (DBA SOPUS PRODUCTS LALP),1926 E PACIFIC COAST HWY,WILMINGTON,LOS ANGELES,CA,90744,,,34,-118,NAD83,SHELL OIL CO,161809744,,NO,324,Petroleum,2900,NA,,,,,324110,,,,,,1.38701E+12,Ethylbenzene,NO,100414,100-41-4,19406,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,90744TXCRF1926E,110067000000,PENNZOIL-QUAKER STATE CO (DBA SOPUS PRODUCTS LALP),1926 E PACIFIC COAST HWY,WILMINGTON,LOS ANGELES,CA,90744,,,34,-118,NAD83,SHELL OIL CO,161809744,,NO,324,Petroleum,2900,NA,,,,,324110,,,,,,1.38701E+12,Benzene,NO,71432,71-43-2,4754,YES,TRI,NO,Non_Metal,YES,NO,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,90744TXCRF1926E,110067000000,PENNZOIL-QUAKER STATE CO (DBA SOPUS PRODUCTS LALP),1926 E PACIFIC COAST HWY,WILMINGTON,LOS ANGELES,CA,90744,,,34,-118,NAD83,SHELL OIL CO,161809744,,NO,324,Petroleum,2900,NA,,,,,324110,,,,,,1.38701E+12,Toluene,NO,108883,108-88-3,25452,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,90744TXCRF1926E,110067000000,PENNZOIL-QUAKER STATE CO (DBA SOPUS PRODUCTS LALP),1926 E PACIFIC COAST HWY,WILMINGTON,LOS ANGELES,CA,90744,,,34,-118,NAD83,SHELL OIL CO,161809744,,NO,324,Petroleum,2900,NA,,,,,324191,,,,,,1.38701E+12,Ethylene glycol,NO,107211,107-21-1,24257,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,90744TXCRF1926E,110067000000,PENNZOIL-QUAKER STATE CO (DBA SOPUS PRODUCTS LALP),1926 E PACIFIC COAST HWY,WILMINGTON,LOS ANGELES,CA,90744,,,34,-118,NAD83,SHELL OIL CO,161809744,,NO,324,Petroleum,2900,NA,,,,,324110,,,,,,1.38701E+12,Sodium hydroxide (solution),NO,1310732,1310-73-2,82644,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,95112MCRMT1695M,110017000000,MICRO METALLICS CORP,1695 MONTEREY HWY,SAN JOSE,SANTA CLARA,CA,951126191,,,37,-122,NAD83,NORANDA ALUMINUM INC,71984652,,NO,331,Primary Metals,3341,,,,,,331314,,,,,,1.38701E+12,Copper compounds,NO,N100,N100,649491,NO,TRI,YES,Metal complound categories,NO,NO,NO,R,Pounds,3182,750,250,0,0,0,0,0,0,0,0,0,0,0,4182,0,0,0,0,0,0,0,0,0,0,0,12340,0,0,0,0,0,0,0,0,0,0,12340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12340,16522,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,95112MCRMT1695M,110017000000,MICRO METALLICS CORP,1695 MONTEREY HWY,SAN JOSE,SANTA CLARA,CA,951126191,,,37,-122,NAD83,NORANDA ALUMINUM INC,71984652,,NO,331,Primary Metals,3341,,,,,,331314,,,,,,1.38701E+12,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",NO,7647010,7647-01-0,152231,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,125,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2841,0,0,2841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2841,2966,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,95112MCRMT1695M,110017000000,MICRO METALLICS CORP,1695 MONTEREY HWY,SAN JOSE,SANTA CLARA,CA,951126191,,,37,-122,NAD83,NORANDA ALUMINUM INC,71984652,,NO,331,Primary Metals,3341,,,,,,331314,,,,,,1.38701E+12,Cyanide compounds,NO,N106,N106,649988,YES,TRI,NO,May contain metal,NO,NO,NO,R,Pounds,74,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,6790,0,0,0,0,0,0,0,0,0,0,6790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6790,6864,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,91409CRRYH7901W,110001000000,HOLGA INC,7901 WOODLEY AVE,VAN NUYS,LOS ANGELES,CA,91406,,,34,-118,NAD83,HON INDUSTRIES INC,56425325,,NO,337,Furniture,2522,,,,,,337214,,,,,,1.38701E+12,Toluene,NO,108883,108-88-3,25452,YES,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0,19602,0,0,0,0,0,0,0,0,0,0,0,0,19602,0,0,0,0,0,0,0,0,0,0,0,913,0,0,0,0,0,0,0,0,0,0,913,165,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,1078,20515,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,92503RHRND8200A,110000000000,"ROHR, INC",8200 ARLINGTON AVE,RIVERSIDE,RIVERSIDE,CA,925031499,,,34,-117,NAD83,GOODRICH CORP,4467452,,NO,332,Fabricated Metals,3728,3764,3761,,,,332912,,,,,,1.38701E+12,Acetone,NO,67641,67-64-1,4309,NO,TRI,NO,Non_Metal,NO,NO,NO,R,Pounds,0,15166,0,0,0,0,0,0,0,0,0,0,0,0,15166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,250,15166,0,0,0,0,0,0,0,0,0,0,0,0,,,
1987,92503RHRND8200A,110000000000,"ROHR, INC",8200 ARLINGTON AVE,RIVERSIDE,RIVERSIDE,CA,925031499,,,34,-117,NAD83,GOODRICH CORP,4467452,,NO,336,Transportation Equipment,3728,3764,3761,,,,336413,,,,,,1.38701E+12,Polychlorinated biphenyls,NO,1336363,1336-36-3,85878,YES,PBT,NO,Non_Metal,YES,YES,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
